country,year,sex,age,suicides_no,population,suicides/100k pop,country-year,HDI for year, gdp_for_year ($) ,gdp_per_capita ($),generation
United States,1999,female,55-74 years,1061,22258230,4.77,United States1999,0.885,"9,660,624,000,000",38072,Silent
United States,1999,female,75+ years,469,10210401,4.59,United States1999,0.885,"9,660,624,000,000",38072,G.I. Generation
United States,1999,female,15-24 years,575,18439463,3.12,United States1999,0.885,"9,660,624,000,000",38072,Generation X
United States,1999,male,5-14 years,194,20219664,0.96,United States1999,0.885,"9,660,624,000,000",38072,Millenials
United States,1999,female,5-14 years,50,19275566,0.26,United States1999,0.885,"9,660,624,000,000",38072,Millenials
United States,2001,male,75+ years,2549,6285825,40.55,United States2001,0.887,"10,621,824,000,000",40018,Silent
United States,2001,male,35-54 years,9684,41638996,23.26,United States2001,0.887,"10,621,824,000,000",40018,Boomers
United States,2001,male,55-74 years,4603,20451417,22.51,United States2001,0.887,"10,621,824,000,000",40018,Silent
United States,2001,male,25-34 years,4199,20013572,20.98,United States2001,0.887,"10,621,824,000,000",40018,Generation X
United States,2001,male,15-24 years,3409,20485156,16.64,United States2001,0.887,"10,621,824,000,000",40018,Millenials
United States,2001,female,35-54 years,2893,42567863,6.8,United States2001,0.887,"10,621,824,000,000",40018,Boomers
United States,2001,female,55-74 years,1146,23170384,4.95,United States2001,0.887,"10,621,824,000,000",40018,Silent
United States,2001,female,25-34 years,871,19593734,4.45,United States2001,0.887,"10,621,824,000,000",40018,Generation X
United States,2001,female,75+ years,412,10691894,3.85,United States2001,0.887,"10,621,824,000,000",40018,Silent
United States,2001,female,15-24 years,562,19463211,2.89,United States2001,0.887,"10,621,824,000,000",40018,Millenials
United States,2001,male,5-14 years,214,21032860,1.02,United States2001,0.887,"10,621,824,000,000",40018,Millenials
United States,2001,female,5-14 years,65,20032634,0.32,United States2001,0.887,"10,621,824,000,000",40018,Millenials
United States,2002,male,75+ years,2642,6470864,40.83,United States2002,0.889,"10,977,514,000,000",40845,Silent
United States,2002,male,35-54 years,10101,42042827,24.03,United States2002,0.889,"10,977,514,000,000",40845,Boomers
United States,2002,male,55-74 years,4890,21085316,23.19,United States2002,0.889,"10,977,514,000,000",40845,Silent
United States,2002,male,25-34 years,4135,20202776,20.47,United States2002,0.889,"10,977,514,000,000",40845,Generation X
United States,2002,male,15-24 years,3432,20821269,16.48,United States2002,0.889,"10,977,514,000,000",40845,Millenials
United States,2002,female,35-54 years,3058,42957716,7.12,United States2002,0.889,"10,977,514,000,000",40845,Boomers
United States,2002,female,55-74 years,1191,23790625,5.01,United States2002,0.889,"10,977,514,000,000",40845,Silent
United States,2002,female,25-34 years,911,19725528,4.62,United States2002,0.889,"10,977,514,000,000",40845,Generation X
United States,2002,female,75+ years,443,10856838,4.08,United States2002,0.889,"10,977,514,000,000",40845,Silent
United States,2002,female,15-24 years,578,19768514,2.92,United States2002,0.889,"10,977,514,000,000",40845,Millenials
United States,2002,male,5-14 years,199,21012559,0.95,United States2002,0.889,"10,977,514,000,000",40845,Millenials
United States,2002,female,5-14 years,65,20024727,0.32,United States2002,0.889,"10,977,514,000,000",40845,Millenials
United States,2003,male,75+ years,2499,6599131,37.87,United States2003,0.893,"11,510,670,000,000",42468,Silent
United States,2003,male,35-54 years,10025,42177315,23.77,United States2003,0.893,"11,510,670,000,000",42468,Boomers
United States,2003,male,55-74 years,4941,21773685,22.69,United States2003,0.893,"11,510,670,000,000",42468,Silent
United States,2003,male,25-34 years,4156,20222486,20.55,United States2003,0.893,"11,510,670,000,000",42468,Generation X
United States,2003,male,15-24 years,3381,21182602,15.96,United States2003,0.893,"11,510,670,000,000",42468,Millenials
United States,2003,female,35-54 years,3058,42997878,7.11,United States2003,0.893,"11,510,670,000,000",42468,Boomers
United States,2003,female,55-74 years,1237,24463095,5.06,United States2003,0.893,"11,510,670,000,000",42468,Silent
United States,2003,female,25-34 years,909,19650112,4.63,United States2003,0.893,"11,510,670,000,000",42468,Generation X
United States,2003,female,75+ years,414,10983008,3.77,United States2003,0.893,"11,510,670,000,000",42468,Silent
United States,2003,female,15-24 years,607,20023561,3.03,United States2003,0.893,"11,510,670,000,000",42468,Millenials
United States,2003,male,5-14 years,194,20976656,0.92,United States2003,0.893,"11,510,670,000,000",42468,Millenials
United States,2003,female,5-14 years,56,19991981,0.28,United States2003,0.893,"11,510,670,000,000",42468,Millenials
United States,2004,male,75+ years,2496,6726102,37.11,United States2004,0.895,"12,274,928,000,000",44867,Silent
United States,2004,male,35-54 years,10145,42486552,23.88,United States2004,0.895,"12,274,928,000,000",44867,Boomers
United States,2004,male,55-74 years,4989,22427063,22.25,United States2004,0.895,"12,274,928,000,000",44867,Silent
United States,2004,male,25-34 years,4142,20336031,20.37,United States2004,0.895,"12,274,928,000,000",44867,Generation X
United States,2004,male,15-24 years,3596,21438383,16.77,United States2004,0.895,"12,274,928,000,000",44867,Millenials
United States,2004,female,35-54 years,3399,43240905,7.86,United States2004,0.895,"12,274,928,000,000",44867,Boomers
United States,2004,female,55-74 years,1301,25115333,5.18,United States2004,0.895,"12,274,928,000,000",44867,Silent
United States,2004,female,25-34 years,932,19695906,4.73,United States2004,0.895,"12,274,928,000,000",44867,Generation X
United States,2004,female,75+ years,423,11104411,3.81,United States2004,0.895,"12,274,928,000,000",44867,Silent
United States,2004,female,15-24 years,720,20262722,3.55,United States2004,0.895,"12,274,928,000,000",44867,Millenials
United States,2004,male,5-14 years,187,20860278,0.9,United States2004,0.895,"12,274,928,000,000",44867,Millenials
United States,2004,female,5-14 years,98,19890450,0.49,United States2004,0.895,"12,274,928,000,000",44867,Millenials
United States,2006,male,75+ years,2494,6986609,35.7,United States2006,0.9009999999999999,"13,855,888,000,000",49666,Silent
United States,2006,male,35-54 years,10641,43139910,24.67,United States2006,0.9009999999999999,"13,855,888,000,000",49666,Boomers
United States,2006,male,55-74 years,5431,23894147,22.73,United States2006,0.9009999999999999,"13,855,888,000,000",49666,Silent
United States,2006,male,25-34 years,4053,20564653,19.71,United States2006,0.9009999999999999,"13,855,888,000,000",49666,Generation X
United States,2006,male,15-24 years,3528,21844954,16.15,United States2006,0.9009999999999999,"13,855,888,000,000",49666,Millenials
United States,2006,female,35-54 years,3376,43805214,7.71,United States2006,0.9009999999999999,"13,855,888,000,000",49666,Boomers
United States,2006,female,55-74 years,1536,26609380,5.77,United States2006,0.9009999999999999,"13,855,888,000,000",49666,Silent
United States,2006,female,25-34 years,932,19851326,4.69,United States2006,0.9009999999999999,"13,855,888,000,000",49666,Generation X
United States,2006,female,75+ years,421,11356899,3.71,United States2006,0.9009999999999999,"13,855,888,000,000",49666,Silent
United States,2006,female,15-24 years,661,20590472,3.21,United States2006,0.9009999999999999,"13,855,888,000,000",49666,Millenials
United States,2006,male,5-14 years,153,20640120,0.74,United States2006,0.9009999999999999,"13,855,888,000,000",49666,Millenials
United States,2006,female,5-14 years,66,19697164,0.34,United States2006,0.9009999999999999,"13,855,888,000,000",49666,Millenials
United States,2007,male,75+ years,2566,7056824,36.36,United States2007,0.905,"14,477,635,000,000",51585,Silent
United States,2007,male,35-54 years,10978,42992076,25.53,United States2007,0.905,"14,477,635,000,000",51585,Boomers
United States,2007,male,55-74 years,5830,24661084,23.64,United States2007,0.905,"14,477,635,000,000",51585,Silent
United States,2007,male,25-34 years,4281,20531378,20.85,United States2007,0.905,"14,477,635,000,000",51585,Generation X
United States,2007,male,15-24 years,3481,22014323,15.81,United States2007,0.905,"14,477,635,000,000",51585,Millenials
United States,2007,female,35-54 years,3525,43607902,8.08,United States2007,0.905,"14,477,635,000,000",51585,Boomers
United States,2007,female,55-74 years,1684,27395858,6.15,United States2007,0.905,"14,477,635,000,000",51585,Silent
United States,2007,female,25-34 years,997,19839678,5.03,United States2007,0.905,"14,477,635,000,000",51585,Generation X
United States,2007,female,75+ years,411,11421017,3.6,United States2007,0.905,"14,477,635,000,000",51585,Silent
United States,2007,female,15-24 years,659,20765167,3.17,United States2007,0.905,"14,477,635,000,000",51585,Millenials
United States,2007,male,5-14 years,131,20659096,0.63,United States2007,0.905,"14,477,635,000,000",51585,Generation Z
United States,2007,female,5-14 years,53,19714203,0.27,United States2007,0.905,"14,477,635,000,000",51585,Generation Z
United States,2008,male,75+ years,2531,7072366,35.79,United States2008,0.91,"14,718,582,000,000",52128,Silent
United States,2008,male,35-54 years,11371,43002471,26.44,United States2008,0.91,"14,718,582,000,000",52128,Boomers
United States,2008,male,55-74 years,6558,25698503,25.52,United States2008,0.91,"14,718,582,000,000",52128,Silent
United States,2008,male,25-34 years,4273,20007152,21.36,United States2008,0.91,"14,718,582,000,000",52128,Generation X
United States,2008,male,15-24 years,3560,22184611,16.05,United States2008,0.91,"14,718,582,000,000",52128,Millenials
United States,2008,female,35-54 years,3619,42893858,8.44,United States2008,0.91,"14,718,582,000,000",52128,Boomers
United States,2008,female,55-74 years,1703,28307998,6.02,United States2008,0.91,"14,718,582,000,000",52128,Silent
United States,2008,female,25-34 years,1027,19812423,5.18,United States2008,0.91,"14,718,582,000,000",52128,Generation X
United States,2008,female,75+ years,428,11038522,3.88,United States2008,0.91,"14,718,582,000,000",52128,Silent
United States,2008,female,15-24 years,738,21149435,3.49,United States2008,0.91,"14,718,582,000,000",52128,Millenials
United States,2008,male,5-14 years,154,21074651,0.73,United States2008,0.91,"14,718,582,000,000",52128,Generation Z
United States,2008,female,5-14 years,68,20113575,0.34,United States2008,0.91,"14,718,582,000,000",52128,Generation Z
United States,2009,male,75+ years,2552,7168575,35.6,United States2009,0.91,"14,418,739,000,000",50563,Silent
United States,2009,male,35-54 years,11613,42932194,27.05,United States2009,0.91,"14,418,739,000,000",50563,Boomers
United States,2009,male,55-74 years,6851,26664733,25.69,United States2009,0.91,"14,418,739,000,000",50563,Silent
United States,2009,male,25-34 years,4293,20205941,21.25,United States2009,0.91,"14,418,739,000,000",50563,Generation X
United States,2009,male,15-24 years,3595,22343137,16.09,United States2009,0.91,"14,418,739,000,000",50563,Millenials
United States,2009,female,35-54 years,3664,42836835,8.55,United States2009,0.91,"14,418,739,000,000",50563,Boomers
United States,2009,female,55-74 years,1875,29296258,6.4,United States2009,0.91,"14,418,739,000,000",50563,Silent
United States,2009,female,25-34 years,1027,19992900,5.14,United States2009,0.91,"14,418,739,000,000",50563,Generation X
United States,2009,female,15-24 years,776,21299140,3.64,United States2009,0.91,"14,418,739,000,000",50563,Millenials
United States,2009,female,75+ years,389,11101144,3.5,United States2009,0.91,"14,418,739,000,000",50563,Silent
United States,2009,male,5-14 years,175,21139852,0.83,United States2009,0.91,"14,418,739,000,000",50563,Generation Z
United States,2009,female,5-14 years,90,20181953,0.45,United States2009,0.91,"14,418,739,000,000",50563,Generation Z
United States,2015,male,75+ years,3171,8171136,38.81,United States2015,0.92,"18,120,714,000,000",60387,Silent
United States,2015,male,55-74 years,9068,32264697,28.11,United States2015,0.92,"18,120,714,000,000",60387,Boomers
United States,2015,male,35-54 years,11634,41658010,27.93,United States2015,0.92,"18,120,714,000,000",60387,Generation X
United States,2015,male,25-34 years,5503,22137097,24.86,United States2015,0.92,"18,120,714,000,000",60387,Millenials
United States,2015,male,15-24 years,4359,22615073,19.27,United States2015,0.92,"18,120,714,000,000",60387,Millenials
United States,2015,female,35-54 years,4053,41531809,9.76,United States2015,0.92,"18,120,714,000,000",60387,Generation X
United States,2015,female,55-74 years,2872,35115610,8.18,United States2015,0.92,"18,120,714,000,000",60387,Boomers
United States,2015,female,25-34 years,1444,21555712,6.7,United States2015,0.92,"18,120,714,000,000",60387,Millenials
United States,2015,female,15-24 years,1132,21633813,5.23,United States2015,0.92,"18,120,714,000,000",60387,Millenials
United States,2015,female,75+ years,540,11778666,4.58,United States2015,0.92,"18,120,714,000,000",60387,Silent
United States,2015,male,5-14 years,255,21273987,1.2,United States2015,0.92,"18,120,714,000,000",60387,Generation Z
United States,2015,female,5-14 years,158,20342901,0.78,United States2015,0.92,"18,120,714,000,000",60387,Generation Z
Japan,1985,male,75+ years,1340,1791000,74.82,Japan1985,0.7909999999999999,"1,398,892,744,821",12401,G.I. Generation
Japan,1985,female,75+ years,1553,2862400,54.26,Japan1985,0.7909999999999999,"1,398,892,744,821",12401,G.I. Generation
Japan,1985,male,55-74 years,3763,8996900,41.83,Japan1985,0.7909999999999999,"1,398,892,744,821",12401,G.I. Generation
Japan,1985,male,35-54 years,6962,17833300,39.04,Japan1985,0.7909999999999999,"1,398,892,744,821",12401,Silent
Japan,1985,male,25-34 years,1982,8465800,23.41,Japan1985,0.7909999999999999,"1,398,892,744,821",12401,Boomers
Japan,1985,female,55-74 years,2543,11024900,23.07,Japan1985,0.7909999999999999,"1,398,892,744,821",12401,G.I. Generation
Japan,1985,female,35-54 years,2582,17953700,14.38,Japan1985,0.7909999999999999,"1,398,892,744,821",12401,Silent
Japan,1985,male,15-24 years,1139,8728500,13.05,Japan1985,0.7909999999999999,"1,398,892,744,821",12401,Generation X
Japan,1985,female,25-34 years,817,8321600,9.82,Japan1985,0.7909999999999999,"1,398,892,744,821",12401,Boomers
Japan,1985,female,15-24 years,491,8366600,5.87,Japan1985,0.7909999999999999,"1,398,892,744,821",12401,Generation X
Japan,1985,male,5-14 years,59,9423300,0.63,Japan1985,0.7909999999999999,"1,398,892,744,821",12401,Generation X
Japan,1985,female,5-14 years,26,9041200,0.29,Japan1985,0.7909999999999999,"1,398,892,744,821",12401,Generation X
Japan,1990,male,75+ years,1405,2232400,62.94,Japan1990,0.8140000000000001,"3,132,817,652,848",26949,G.I. Generation
Japan,1990,female,75+ years,1814,3736000,48.55,Japan1990,0.8140000000000001,"3,132,817,652,848",26949,G.I. Generation
Japan,1990,male,55-74 years,3654,10761800,33.95,Japan1990,0.8140000000000001,"3,132,817,652,848",26949,G.I. Generation
Japan,1990,male,35-54 years,4822,18296000,26.36,Japan1990,0.8140000000000001,"3,132,817,652,848",26949,Silent
Japan,1990,female,55-74 years,2607,12588300,20.71,Japan1990,0.8140000000000001,"3,132,817,652,848",26949,G.I. Generation
Japan,1990,male,25-34 years,1462,7927600,18.44,Japan1990,0.8140000000000001,"3,132,817,652,848",26949,Boomers
Japan,1990,female,35-54 years,2184,18325800,11.92,Japan1990,0.8140000000000001,"3,132,817,652,848",26949,Silent
Japan,1990,male,15-24 years,875,9545600,9.17,Japan1990,0.8140000000000001,"3,132,817,652,848",26949,Generation X
Japan,1990,female,25-34 years,698,7761900,8.99,Japan1990,0.8140000000000001,"3,132,817,652,848",26949,Boomers
Japan,1990,female,15-24 years,434,9143500,4.75,Japan1990,0.8140000000000001,"3,132,817,652,848",26949,Generation X
Japan,1990,male,5-14 years,30,8168200,0.37,Japan1990,0.8140000000000001,"3,132,817,652,848",26949,Generation X
Japan,1990,female,5-14 years,17,7764300,0.22,Japan1990,0.8140000000000001,"3,132,817,652,848",26949,Generation X
Japan,1995,male,75+ years,1358,2553900,53.17,Japan1995,0.838,"5,449,116,304,981",46043,G.I. Generation
Japan,1995,male,55-74 years,4429,12402300,35.71,Japan1995,0.838,"5,449,116,304,981",46043,Silent
Japan,1995,female,75+ years,1582,4592800,34.45,Japan1995,0.838,"5,449,116,304,981",46043,G.I. Generation
Japan,1995,male,35-54 years,5507,18054500,30.5,Japan1995,0.838,"5,449,116,304,981",46043,Boomers
Japan,1995,male,25-34 years,1692,8404400,20.13,Japan1995,0.838,"5,449,116,304,981",46043,Generation X
Japan,1995,female,55-74 years,2426,14003800,17.32,Japan1995,0.838,"5,449,116,304,981",46043,Silent
Japan,1995,male,15-24 years,1050,9332000,11.25,Japan1995,0.838,"5,449,116,304,981",46043,Generation X
Japan,1995,female,35-54 years,1984,17984000,11.03,Japan1995,0.838,"5,449,116,304,981",46043,Boomers
Japan,1995,female,25-34 years,667,8178700,8.16,Japan1995,0.838,"5,449,116,304,981",46043,Generation X
Japan,1995,female,15-24 years,488,8925300,5.47,Japan1995,0.838,"5,449,116,304,981",46043,Generation X
Japan,1995,male,5-14 years,43,7125500,0.6,Japan1995,0.838,"5,449,116,304,981",46043,Millenials
Japan,1995,female,5-14 years,23,6792300,0.34,Japan1995,0.838,"5,449,116,304,981",46043,Millenials
Japan,2000,male,55-74 years,7988,14034032,56.92,Japan2000,0.857,"4,887,519,660,745",40813,Silent
Japan,2000,male,75+ years,1619,3187143,50.8,Japan2000,0.857,"4,887,519,660,745",40813,G.I. Generation
Japan,2000,male,35-54 years,8023,17540437,45.74,Japan2000,0.857,"4,887,519,660,745",40813,Boomers
Japan,2000,female,75+ years,1796,5792695,31.0,Japan2000,0.857,"4,887,519,660,745",40813,G.I. Generation
Japan,2000,male,25-34 years,2454,9260089,26.5,Japan2000,0.857,"4,887,519,660,745",40813,Generation X
Japan,2000,female,55-74 years,3032,15357610,19.74,Japan2000,0.857,"4,887,519,660,745",40813,Silent
Japan,2000,male,15-24 years,1273,8063415,15.79,Japan2000,0.857,"4,887,519,660,745",40813,Generation X
Japan,2000,female,35-54 years,2172,17380248,12.5,Japan2000,0.857,"4,887,519,660,745",40813,Boomers
Japan,2000,female,25-34 years,1027,8975013,11.44,Japan2000,0.857,"4,887,519,660,745",40813,Generation X
Japan,2000,female,15-24 years,531,7669997,6.92,Japan2000,0.857,"4,887,519,660,745",40813,Generation X
Japan,2000,male,5-14 years,58,6401260,0.91,Japan2000,0.857,"4,887,519,660,745",40813,Millenials
Japan,2000,female,5-14 years,16,6090721,0.26,Japan2000,0.857,"4,887,519,660,745",40813,Millenials
Japan,2005,male,55-74 years,8005,15797130,50.67,Japan2005,0.8740000000000001,"4,755,410,630,912",39412,Silent
Japan,2005,male,35-54 years,8073,16566953,48.73,Japan2005,0.8740000000000001,"4,755,410,630,912",39412,Boomers
Japan,2005,male,75+ years,1858,4288706,43.32,Japan2005,0.8740000000000001,"4,755,410,630,912",39412,Silent
Japan,2005,male,25-34 years,2862,8984855,31.85,Japan2005,0.8740000000000001,"4,755,410,630,912",39412,Generation X
Japan,2005,female,75+ years,1600,7307828,21.89,Japan2005,0.8740000000000001,"4,755,410,630,912",39412,Silent
Japan,2005,male,15-24 years,1243,7043709,17.65,Japan2005,0.8740000000000001,"4,755,410,630,912",39412,Millenials
Japan,2005,female,55-74 years,2786,17011318,16.38,Japan2005,0.8740000000000001,"4,755,410,630,912",39412,Silent
Japan,2005,female,25-34 years,1140,8705334,13.1,Japan2005,0.8740000000000001,"4,755,410,630,912",39412,Generation X
Japan,2005,female,35-54 years,2114,16388567,12.9,Japan2005,0.8740000000000001,"4,755,410,630,912",39412,Boomers
Japan,2005,female,15-24 years,643,6672938,9.64,Japan2005,0.8740000000000001,"4,755,410,630,912",39412,Millenials
Japan,2005,male,5-14 years,29,6095375,0.48,Japan2005,0.8740000000000001,"4,755,410,630,912",39412,Millenials
Japan,2005,female,5-14 years,16,5794794,0.28,Japan2005,0.8740000000000001,"4,755,410,630,912",39412,Millenials
Japan,2010,male,55-74 years,7466,16402437,45.52,Japan2010,0.884,"5,700,098,114,744",47059,Silent
Japan,2010,male,35-54 years,7351,17131261,42.91,Japan2010,0.884,"5,700,098,114,744",47059,Generation X
Japan,2010,male,75+ years,2188,5345432,40.93,Japan2010,0.884,"5,700,098,114,744",47059,Silent
Japan,2010,male,25-34 years,2543,7822984,32.51,Japan2010,0.884,"5,700,098,114,744",47059,Generation X
Japan,2010,male,15-24 years,1315,6324856,20.79,Japan2010,0.884,"5,700,098,114,744",47059,Millenials
Japan,2010,female,75+ years,1686,8804107,19.15,Japan2010,0.884,"5,700,098,114,744",47059,Silent
Japan,2010,female,55-74 years,2879,17525806,16.43,Japan2010,0.884,"5,700,098,114,744",47059,Silent
Japan,2010,female,35-54 years,2404,16781836,14.33,Japan2010,0.884,"5,700,098,114,744",47059,Generation X
Japan,2010,female,25-34 years,1008,7545642,13.36,Japan2010,0.884,"5,700,098,114,744",47059,Generation X
Japan,2010,female,15-24 years,508,6008624,8.45,Japan2010,0.884,"5,700,098,114,744",47059,Millenials
Japan,2010,male,5-14 years,42,5855595,0.72,Japan2010,0.884,"5,700,098,114,744",47059,Generation Z
Japan,2010,female,5-14 years,21,5578687,0.38,Japan2010,0.884,"5,700,098,114,744",47059,Generation Z
Japan,2011,male,55-74 years,6858,16343000,41.96,Japan2011,0.8859999999999999,"6,157,459,594,824",50919,Boomers
Japan,2011,male,35-54 years,6975,17224000,40.5,Japan2011,0.8859999999999999,"6,157,459,594,824",50919,Generation X
Japan,2011,male,75+ years,2188,5570000,39.28,Japan2011,0.8859999999999999,"6,157,459,594,824",50919,Silent
Japan,2011,male,25-34 years,2404,7588000,31.68,Japan2011,0.8859999999999999,"6,157,459,594,824",50919,Millenials
Japan,2011,male,15-24 years,1304,6246000,20.88,Japan2011,0.8859999999999999,"6,157,459,594,824",50919,Millenials
Japan,2011,female,75+ years,1754,9092000,19.29,Japan2011,0.8859999999999999,"6,157,459,594,824",50919,Silent
Japan,2011,female,55-74 years,2883,17447000,16.52,Japan2011,0.8859999999999999,"6,157,459,594,824",50919,Boomers
Japan,2011,female,35-54 years,2598,16861000,15.41,Japan2011,0.8859999999999999,"6,157,459,594,824",50919,Generation X
Japan,2011,female,25-34 years,1112,7314000,15.2,Japan2011,0.8859999999999999,"6,157,459,594,824",50919,Millenials
Japan,2011,female,15-24 years,616,5931000,10.39,Japan2011,0.8859999999999999,"6,157,459,594,824",50919,Millenials
Japan,2011,male,5-14 years,52,5792000,0.9,Japan2011,0.8859999999999999,"6,157,459,594,824",50919,Generation Z
Japan,2011,female,5-14 years,22,5519000,0.4,Japan2011,0.8859999999999999,"6,157,459,594,824",50919,Generation Z
Japan,2012,male,75+ years,2262,5783000,39.11,Japan2012,0.888,"6,203,213,121,334",51379,Silent
Japan,2012,male,55-74 years,6134,16254000,37.74,Japan2012,0.888,"6,203,213,121,334",51379,Boomers
Japan,2012,male,35-54 years,6413,17318000,37.03,Japan2012,0.888,"6,203,213,121,334",51379,Generation X
Japan,2012,male,25-34 years,2244,7384000,30.39,Japan2012,0.888,"6,203,213,121,334",51379,Millenials
Japan,2012,male,15-24 years,1294,6185000,20.92,Japan2012,0.888,"6,203,213,121,334",51379,Millenials
Japan,2012,female,75+ years,1612,9362000,17.22,Japan2012,0.888,"6,203,213,121,334",51379,Silent
Japan,2012,female,55-74 years,2636,17342000,15.2,Japan2012,0.888,"6,203,213,121,334",51379,Boomers
Japan,2012,female,35-54 years,2242,16937000,13.24,Japan2012,0.888,"6,203,213,121,334",51379,Generation X
Japan,2012,female,25-34 years,931,7110000,13.09,Japan2012,0.888,"6,203,213,121,334",51379,Millenials
Japan,2012,female,15-24 years,495,5873000,8.43,Japan2012,0.888,"6,203,213,121,334",51379,Millenials
Japan,2012,male,5-14 years,55,5729000,0.96,Japan2012,0.888,"6,203,213,121,334",51379,Generation Z
Japan,2012,female,5-14 years,20,5458000,0.37,Japan2012,0.888,"6,203,213,121,334",51379,Generation Z
Japan,2013,male,75+ years,2362,5964000,39.6,Japan2013,0.89,"5,155,717,056,271",42781,Silent
Japan,2013,male,35-54 years,6333,17367000,36.47,Japan2013,0.89,"5,155,717,056,271",42781,Generation X
Japan,2013,male,55-74 years,5908,16202000,36.46,Japan2013,0.89,"5,155,717,056,271",42781,Boomers
Japan,2013,male,25-34 years,2178,7186000,30.31,Japan2013,0.89,"5,155,717,056,271",42781,Millenials
Japan,2013,male,15-24 years,1242,6143000,20.22,Japan2013,0.89,"5,155,717,056,271",42781,Millenials
Japan,2013,female,75+ years,1713,9588000,17.87,Japan2013,0.89,"5,155,717,056,271",42781,Silent
Japan,2013,female,55-74 years,2604,17279000,15.07,Japan2013,0.89,"5,155,717,056,271",42781,Boomers
Japan,2013,female,35-54 years,2242,16974000,13.21,Japan2013,0.89,"5,155,717,056,271",42781,Generation X
Japan,2013,female,25-34 years,850,6913000,12.3,Japan2013,0.89,"5,155,717,056,271",42781,Millenials
Japan,2013,female,15-24 years,467,5834000,8.0,Japan2013,0.89,"5,155,717,056,271",42781,Millenials
Japan,2013,male,5-14 years,58,5666000,1.02,Japan2013,0.89,"5,155,717,056,271",42781,Generation Z
Japan,2013,female,5-14 years,34,5398000,0.63,Japan2013,0.89,"5,155,717,056,271",42781,Generation Z
Japan,2014,male,75+ years,2254,6104000,36.93,Japan2014,0.8909999999999999,"4,850,413,536,038",40328,Silent
Japan,2014,male,55-74 years,5477,16213000,33.78,Japan2014,0.8909999999999999,"4,850,413,536,038",40328,Boomers
Japan,2014,male,35-54 years,5710,17365000,32.88,Japan2014,0.8909999999999999,"4,850,413,536,038",40328,Generation X
Japan,2014,male,25-34 years,2131,7007000,30.41,Japan2014,0.8909999999999999,"4,850,413,536,038",40328,Millenials
Japan,2014,male,15-24 years,1180,6110000,19.31,Japan2014,0.8909999999999999,"4,850,413,536,038",40328,Millenials
Japan,2014,female,75+ years,1587,9761000,16.26,Japan2014,0.8909999999999999,"4,850,413,536,038",40328,Silent
Japan,2014,female,55-74 years,2512,17288000,14.53,Japan2014,0.8909999999999999,"4,850,413,536,038",40328,Boomers
Japan,2014,female,35-54 years,2158,16959000,12.72,Japan2014,0.8909999999999999,"4,850,413,536,038",40328,Generation X
Japan,2014,female,25-34 years,814,6734000,12.09,Japan2014,0.8909999999999999,"4,850,413,536,038",40328,Millenials
Japan,2014,female,15-24 years,432,5803000,7.44,Japan2014,0.8909999999999999,"4,850,413,536,038",40328,Millenials
Japan,2014,male,5-14 years,68,5596000,1.22,Japan2014,0.8909999999999999,"4,850,413,536,038",40328,Generation Z
Japan,2014,female,5-14 years,34,5334000,0.64,Japan2014,0.8909999999999999,"4,850,413,536,038",40328,Generation Z
Japan,1986,male,75+ years,1488,1889000,78.77,Japan1986,,"2,078,953,333,674",18288,G.I. Generation
Japan,1986,female,75+ years,1801,3049000,59.07,Japan1986,,"2,078,953,333,674",18288,G.I. Generation
Japan,1986,male,55-74 years,4171,9374000,44.5,Japan1986,,"2,078,953,333,674",18288,G.I. Generation
Japan,1986,male,35-54 years,7298,18094000,40.33,Japan1986,,"2,078,953,333,674",18288,Silent
Japan,1986,female,55-74 years,2877,11355000,25.34,Japan1986,,"2,078,953,333,674",18288,G.I. Generation
Japan,1986,male,25-34 years,2057,8197000,25.09,Japan1986,,"2,078,953,333,674",18288,Boomers
Japan,1986,female,35-54 years,2787,18183000,15.33,Japan1986,,"2,078,953,333,674",18288,Silent
Japan,1986,male,15-24 years,1263,8931000,14.14,Japan1986,,"2,078,953,333,674",18288,Generation X
Japan,1986,female,25-34 years,936,8051000,11.63,Japan1986,,"2,078,953,333,674",18288,Boomers
Japan,1986,female,15-24 years,680,8548000,7.96,Japan1986,,"2,078,953,333,674",18288,Generation X
Japan,1986,male,5-14 years,73,9231000,0.79,Japan1986,,"2,078,953,333,674",18288,Generation X
Japan,1986,female,5-14 years,53,8777000,0.6,Japan1986,,"2,078,953,333,674",18288,Generation X
Japan,1987,male,75+ years,1446,1982000,72.96,Japan1987,,"2,532,808,573,157",22137,G.I. Generation
Japan,1987,female,75+ years,1718,3230000,53.19,Japan1987,,"2,532,808,573,157",22137,G.I. Generation
Japan,1987,male,55-74 years,3988,9718000,41.04,Japan1987,,"2,532,808,573,157",22137,G.I. Generation
Japan,1987,male,35-54 years,6688,18218000,36.71,Japan1987,,"2,532,808,573,157",22137,Silent
Japan,1987,female,55-74 years,2938,11656000,25.21,Japan1987,,"2,532,808,573,157",22137,G.I. Generation
Japan,1987,male,25-34 years,1904,8031000,23.71,Japan1987,,"2,532,808,573,157",22137,Boomers
Japan,1987,female,35-54 years,2496,18301000,13.64,Japan1987,,"2,532,808,573,157",22137,Silent
Japan,1987,male,15-24 years,1065,9167000,11.62,Japan1987,,"2,532,808,573,157",22137,Generation X
Japan,1987,female,25-34 years,782,7874000,9.93,Japan1987,,"2,532,808,573,157",22137,Boomers
